LOCATION,TIME,Value,Energy_Level
72,2008,1363.022,0
72,2009,1521.706,0
72,2010,1811.72,0
72,2011,1939.886,0
72,2012,2275.539,0
72,2013,2653.737,0
72,2014,3920.047,0
72,2015,4071.219,0
78,1960,1.72,0
78,1961,4.902,0
78,1962,3.87,0
78,1963,0.172,0
78,1964,6.45,0
78,1965,8.514,0
78,1966,7.74,0
78,1967,8.342,0
78,1968,8.428,0
78,1969,7.31,0
78,1970,8.256,0
78,1971,4.73,0
78,1972,5.59,0
78,1973,4.042,0
78,1974,7.138,0
78,1975,6.106,0
78,1976,3.956,0
78,1977,15.611,0
78,1978,15.51,0
78,1979,16.972,0
78,1980,18.935,0
78,1981,19.795,0
78,1982,18.415,0
78,1983,18.157,0
78,1984,19.422,0
78,1985,19.088,0
78,1986,17.364,0
78,1987,21.653,0
78,1988,23.024,0
78,1989,21.232,0
78,1990,18.199,0
78,1991,19.665,0
78,1992,34.533,0
78,1993,33.654,0
78,1994,35.026,0
78,1995,34.72,0
78,1996,29.757,0
78,1997,33.497,0
78,1998,36.579,0
78,1999,34.577,0
78,2000,38.895,0
78,2001,40.032,0
78,2002,38.016,0
78,2003,41.091,0
78,2004,50.2,0
78,2005,71.793,0
78,2006,76.178,0
78,2007,128.303,0
78,2008,133.332,0
78,2009,125.026,0
78,2010,128.23,0
78,2011,125.119,0
78,2012,138.446,0
78,2013,157.421,0
78,2014,190.151,0
78,2015,194.532,0
82,1971,7208.032,1
82,1972,7323.346,1
82,1973,7738.578,1
82,1974,8154.37,1
82,1975,8049.577,1
82,1976,8294.633,1
82,1977,8573.014,1
82,1978,8629.42,1
82,1979,9313.021,1
82,1980,9115.455,1
82,1981,9720.42,1
82,1982,9976.463,1
82,1983,9926.505,1
82,1984,10425.722,1
82,1985,10851.439,1
82,1986,12007.567,1
82,1987,13008.558,1
82,1988,13191.114,1
82,1989,13499.207,1
82,1990,14993.833,1
82,1991,15369.204,1
82,1992,16155.644,1
82,1993,16155.039,1
82,1994,15032.214,1
82,1995,16070.402,1
82,1996,16465.799,1
82,1997,16057.577,1
82,1998,16165.31,1
82,1999,16691.871,1
82,2000,16907.466,1
82,2001,15923.281,1
82,2002,15354.207,1
82,2003,15724.739,1
82,2004,16499.356,1
82,2005,17623.495,1
82,2006,17135.873,1
82,2007,17531.6,1
82,2008,16053.118,1
82,2009,14276.926,1
82,2010,15147.992,1
82,2011,14917.464,1
82,2012,14554.615,1
82,2013,14999.867,1
82,2014,15928.366,1
82,2015,15447.381,1
94,1960,0.0,0
94,1961,0.0,0
94,1962,0.0,0
94,1963,0.0,0
94,1964,0.0,0
94,1965,0.0,0
94,1966,0.0,0
94,1967,0.0,0
94,1968,0.0,0
94,1969,0.0,0
94,1970,0.0,0
94,1971,0.0,0
94,1972,0.0,0
94,1973,0.0,0
94,1974,0.0,0
94,1975,189.559,0
94,1976,186.264,0
94,1977,201.261,0
94,1978,273.044,0
94,1979,244.842,0
94,1980,226.956,0
94,1981,203.673,0
94,1982,58.291,0
94,1983,50.888,0
94,1984,3.701,0
94,1985,85.939,0
94,1986,107.828,0
94,1987,136.732,0
94,1988,356.5,0
94,1989,374.584,0
94,1990,757.54,0
94,1991,768.102,0
94,1992,790.719,0
94,1993,846.107,0
94,1994,850.889,0
94,1995,917.965,0
94,1996,1050.054,0
94,1997,1137.375,0
94,1998,1203.496,0
94,1999,1259.886,0
94,2000,1352.558,0
94,2001,1424.436,0
94,2002,1562.293,0
94,2003,1526.513,0
94,2004,1806.474,0
94,2005,2264.483,0
94,2006,2412.587,0
94,2007,2516.798,0
94,2008,2908.658,0
94,2009,3265.104,0
94,2010,3249.989,0
94,2011,3432.995,0
94,2012,3544.521,0
94,2013,3440.576,0
94,2014,3441.048,0
94,2015,3621.638,0
97,1960,828.48,0
97,1961,967.332,0
97,1962,1287.848,0
97,1963,1514.892,0
97,1964,1767.581,0
97,1965,1904.985,0
97,1966,1980.489,0
97,1967,1840.897,0
97,1968,2013.19,0
97,1969,2025.907,0
97,1970,2073.311,0
97,1971,2207.82,0
97,1972,2308.268,0
97,1973,2299.758,0
97,1974,2735.937,0
97,1975,2991.219,0
97,1976,2803.54,0
97,1977,2753.381,0
97,1978,2923.932,0
97,1979,3015.954,0
97,1980,3165.752,0
97,1981,3157.667,0
97,1982,3039.048,0
97,1983,3254.196,0
97,1984,3329.926,0
97,1985,3205.093,0
97,1986,3409.012,0
97,1987,3464.113,0
97,1988,3628.07,0
97,1989,4131.563,0
97,1990,4223.653,0
97,1991,4290.755,0
97,1992,4121.342,0
97,1993,4447.81,0
97,1994,4586.885,0
97,1995,4736.948,0
97,1996,4610.318,0
97,1997,4456.539,0
97,1998,4784.08,0
97,1999,4777.202,0
97,2000,5174.67,1
97,2001,4789.254,0
97,2002,5110.834,1
97,2003,5008.458,1
97,2004,5442.199,1
97,2005,5333.132,1
97,2006,5432.156,1
97,2007,5514.814,1
97,2008,5725.57,1
97,2009,6248.587,1
97,2010,7108.59,1
97,2011,7330.976,1
97,2012,7224.741,1
97,2013,7550.449,1
97,2014,8223.828,1
97,2015,8263.794,1
95,1960,2685.264,0
95,1961,2899.92,0
95,1962,3268.086,0
95,1963,3419.274,0
95,1964,3810.058,0
95,1965,4252.872,0
95,1966,4191.984,0
95,1967,4583.886,0
95,1968,5177.63,1
95,1969,4933.906,0
95,1970,4971.488,0
95,1971,5439.07,1
95,1972,5797.862,1
95,1973,6266.562,1
95,1974,6587.342,1
95,1975,6650.38,1
95,1976,7471.445,1
95,1977,6644.699,1
95,1978,7415.116,1
95,1979,8191.715,1
95,1980,7775.563,1
95,1981,8623.111,1
95,1982,8578.158,1
95,1983,9738.752,1
95,1984,9802.088,1
95,1985,9583.115,1
95,1986,9096.884,1
95,1987,9737.935,1
95,1988,10203.186,1
95,1989,11047.286,1
95,1990,11395.807,1
95,1991,10392.503,1
95,1992,10939.283,1
95,1993,11242.556,1
95,1994,10675.812,1
95,1995,11531.768,1
95,1996,9983.363,1
95,1997,10551.181,1
95,1998,11172.747,1
95,1999,11883.929,1
95,2000,13488.08,1
95,2001,11502.219,1
95,2002,12332.46,1
95,2003,10334.774,1
95,2004,10575.351,1
95,2005,12978.272,1
95,2006,11563.644,1
95,2007,12807.479,1
95,2008,13368.545,1
95,2009,12166.941,1
95,2010,11676.369,1
95,2011,11999.504,1
95,2012,13827.692,1
95,2013,12598.7,1
95,2014,13097.477,1
95,2015,13467.18,1
105,1960,901.519,0
105,1961,910.764,0
105,1962,934.983,0
105,1963,937.053,0
105,1964,953.264,0
105,1965,980.604,0
105,1966,1008.543,0
105,1967,1077.644,0
105,1968,1127.479,0
105,1969,1153.334,0
105,1970,1080.641,0
105,1971,1196.806,0
105,1972,1319.366,0
105,1973,1159.244,0
105,1974,1244.794,0
105,1975,1230.887,0
105,1976,1134.4,0
105,1977,1121.329,0
105,1978,1027.394,0
105,1979,928.063,0
105,1980,1035.641,0
105,1981,1291.36,0
105,1982,1113.235,0
105,1983,1182.687,0
105,1984,1352.174,0
105,1985,1468.827,0
105,1986,2141.474,0
105,1987,1926.969,0
105,1988,1811.255,0
105,1989,1704.831,0
105,1990,1579.402,0
105,1991,1355.331,0
105,1992,1495.848,0
105,1993,3925.032,0
105,1994,3846.665,0
105,1995,3923.325,0
105,1996,3867.968,0
105,1997,3866.206,0
105,1998,3915.601,0
105,1999,3752.152,0
105,2000,3800.895,0
105,2001,4070.049,0
105,2002,4141.464,0
105,2003,4147.383,0
105,2004,4320.019,0
105,2005,4484.394,0
105,2006,4692.738,0
105,2007,4822.61,0
105,2008,5559.462,1
105,2009,6269.234,1
105,2010,7286.87,1
105,2011,7951.884,1
105,2012,8621.642,1
105,2013,8557.468,1
105,2014,8589.433,1
105,2015,9072.711,1
